GID_GRUMP	GEONAMEIDS	ASCIINAMES	GEONAME_POP	GRUMP_POP
38684	258620	Lamia	52006	51282
38685	5397664|5501344|5504473|5511077|5512827|5512862|5513307	"Carson City|Gardnerville Ranchos|Reno|South Lake Tahoe|Spanish Springs|Sparks|Sun Valley"	437837	454443
38687	4254282	Bedford	13413	22724
38688	4387496	Fulton	12790	16576
38693	320406	Bunyan	12821	14477
38695	2513604|2521420	Badajoz|Montijo	164570	52781
38703	148251	Culfa	10820	21773
38719	296134	Yunak	14050	12659
38729	325336	Adilcevaz	52781	34989
38766	312245	Hekimhan	13946	13193
38795	4278890	Salina	47707	48240
38800	4353962	Easton	15945	15974
38802	325303	Afyonkarahisar	146136	128829
38803	4271935|4273837|4274277|4274317|4274356|4275393|4276614|4276873|4277718|4279247|4376482|4377664|4385018|4387990|4388402|4388460|4391812|4393217|4394870|4395052|4405180|4405188	"Belton|Blue Springs|East Independence|Gardner|Gladstone|Grain Valley|Grandview|Independence|Kansas City|Lawrence|Leawood|Lees Summit|Lenexa|Liberty|Merriam|Olathe|Overland Park|Prairie Village|Raymore|Raytown|Shawnee"	1721479	1627172
38804	4286281|4288809|4291255|4291945|4292071|4295776|4302529|4506008|4506754|4507067|4508204|4508722|4508885|4509884|4510062|4511064|4511263|4511283|4511642|4512060|4512083|4512203|4513575|4514746|4515843|4516412|4517140|4517323|4517698|4518188|4518264|451855	"Beavercreek|Blue Ash|Bridgetown|Burlington|Centerville|Cincinnati|Clayton|Covington|Dayton|Dent|Englewood|Erlanger|Fairborn|Fairfield|Finneytown|Florence|Forest Park|Forestville|Fort Thomas|Franklin|Hamilton|Huber Heights|Independence|Kettering|Lebanon|L"	1484864	2677618
38809	1816971	Baoding	995652	1518223
38811	1801722|1805298|1814087|1921372	Dalian|Dalianwan|Jinzhou|Lushun	4441305	2843066
38812	4413595	Warrensburg	18838	20531
38815	325103	Ahlat	64695	34578
38826	304081	Mus	82536	68055
38827	1216311|1217703	Beshkent|Qarshi	239908	307443
38837	301492	Saruhanli	12947	15770
38838	322051	Banaz	17080	26266
38839	303290	Ortakoy	31144	27020
38843	1869446	Songnim	152425	127716
38853	1873757	Namp'o	455000	147220
38860	324106	Aliaga	44883	33609
38863	2111065	Shinjo	41140	17399
38866	4260853|4262293	"Madison|North Madison"	24402	22339
38900	1786060	Yuanping	82883	152137
38902	320879	Bolvadin	55870	52407
38903	2261639|2261697|2262465|2262912|2263326|2263327|2263352|2263523|2263667|2263827|2264087|2264268|2264357|2264359|2264403|2264526|2265169|2265326|2265467|2265726|2265927|2266865|2266977|2267057|2267067|2268436|2269594|2270084|2270157|2270184|2270290|227037	"Alcabideche|Alges|Amadora|Barcarena|Belas|Cacem|Camarate|Canecas|Carcavelos|Carnaxide|Carregado|Cascais|Estoril|Linda-a-Velha|Lisbon|Loures|Mafra|Monte Estoril|Moscavide|Odivelas|Paco de Arcos|Parede|Pontinha|Porto Salvo|Povoa de Santa Iria|Povoa de Sant"	1694467	1910476
38904	314038	Golmarmara	12857	11024
38908	302912|306207	Kovancilar|Palu	34247	21302
38934	4408000	Sedalia	21387	28639
38938	3373348	"Angra do Heroismo"	12045	40774
38963	1220888	Obigarm	10035	32402
39006	5414069|5417041|5417598|5422140|5422191|7262349	"Black Forest|Cimarron Hills|Colorado Springs|Fort Carson|Fountain|Security-Widefield"	518245	507885
39007	5410430	Woodland	55468	51077
39008	4389658	Harrisonville	10019	11019
39009	318506	Cihanbeyli	13782	23153
39010	4266307	Vincennes	18423	24332
39012	4266586	Washington	11509	15852
39014	304827	Manisa	243971	214703
39015	299900|308464|313013	Hacilar|Kayseri|Talas	650897	593294
39023	298299	Usak	152862	137333
39025	1217262	G'uzor	25368	19819
39028	2521893	Almendralejo	33588	16737
39029	298326|303831|322965	Avanos|Nevsehir|Urgub	105002	96441
39032	1848016|1849563|1853140	Sakata|Tsuruoka|Yuza	217348	216622
39040	315808	Elazig	298004	267297
39043	1787437|1790379|1792947|1793424	Tanggu|Tianjin|Xianshuigu|Yangliuqing	11776027	5507007
39055	2512177	Puertollano	51842	42267
39059	319104	Cay	34215	16223
39060	1797181	Renqiu	98569	286530
39065	2516480|2519783	Castalla|Ibi	34440	26363
39067	2522776	"Vibo Valentia"	19263	57028
39070	146862|147622	Lankaran|Prishibinskoye	253640	226295
39098	4276816	Ottawa	12649	12833
39099	2525059	Catanzaro	78970	151698
39103	313331	Guroymak	25826	22466
39108	2268406	Evora	55620	41752
39114	305810	Kula	31100	24212
39119	300273	Suhut	13842	21877
39120	317588	Darende	20388	18344
39128	4350175	Cambridge	12326	14816
39131	265560	Agrinio	43525	61542
39169	2509509|2509588|2509954|2510279|2510488|2510743|2510764|2510880|2511619|2511880|2512127|2512251|2512620|2512624|2512862|2513029|2513106|2513115|2513145|2513180|2513703|2513811|2513949|2514066|2514197|2515036|2515701|2516004|2516336|2516345|2517200|251736	"Alaquas|Albal|Alberic|Alboraya|Alcoy|Aldaia|Alfafar|Algemesi|Alginet|Almassora|Altea|Alzira|Benaguasil|Benetusser|Benicassim|Benidorm|Benifaio|Benissa|Betera|Bunol|Burjassot|Burriana|Calp|Canals|Carcaixent|Carlet|Castello de la Plana|Catarroja|Chiva|Coce"	2868038	2510166
39179	2262865|2262963|2263426|2264718|2265223|2265788|2266319|2268916|2269041|2269282|2270229|2271071|2271473|2271680|2271961|2271970|2272091	"Aldeia de Paio Pires|Alhos Vedros|Almada|Amora|Arrentela|Barreiro|Caparica|Charneca|Corroios|Costa de Caparica|Moita|Montijo|Palmela|Pinhal Novo|Santo Antonio da Charneca|Setubal|Sobreda"	532865	631525
39180	4392388	"Jefferson City"	43079	69079
39181	4235587	Centralia	13032	37809
39182	1812728	Dingzhou	152934	273949
39185	299582	Tatvan	73222	66726
39186	1870883	Sariwon	310100	256002
39197	298806	Turgutlu	103292	93673
39198	302043	Salihli	88906	83060
39207	144616	Ahar	94348	60913
39208	1805733	Jinchang	144363	166385
39229	301911	Sandikli	42981	37813
39246	126972	Khvoy	175370	161250
39273	2262957	Sesimbra	41134	14329
39290	5431710	Montrose	19132	21062
39292	299054	Tomarza	11753	14423
39293	124862	Marand	124191	119458
39294	258463	Livadeia	21492	26415
39297	2509377	Zafra	16424	14734
39331	312663	Hani	11055	11770
39332	298117	Van	371713	285387
39346	315183	Esme	11000	11536
39347	1280037	Shache	82509	81467
39348	1786657	Yinchuan	475101	580934
39351	2110541|2112576	Ishinomaki|Yamoto	149261	117635
39362	321025	Bitlis	46111	44948
39363	1220905	Norak	18122	59007
39413	5416005	"Canon City"	16400	40163
39414	1788450	Xinzhou	154003	207448
39415	4271086	Emporia	24916	28838
39416	257186	Mesolongi	12701	16223
39418	316795	Develi	35868	35146
39424	324490	Aksehir	64446	60250
39425	324496	Aksaray	152201	130181
39427	4272340	"Great Bend"	15995	21564
39434	324953	Akcadag	14788	12020
39443	324172	Alasehir	48147	39629
39447	4275261	McPherson	13155	15850
39453	256639	Nafpaktos	13415	22297
39545	252910	Thivai	22026	21160
39547	4245152	"Mount Vernon"	15277	22413
39548	4364326	"Ocean Pines"	11710	90394
39550	4259640	Jasper	15038	23885
39552	296791|304922	Malatya|Yesilyurt	455571	382249
39553	4368711	Salisbury	30343	78312
39558	297789	Yalvac	39145	35307
39559	142676|148445	Astara	54255	40944
39562	318264	Civril	14002	12762
39576	1816080	Cangzhou	527681	669496
39583	2522971|2523585|2523902|2524606	"Gioia Tauro|Palmi|Rosarno|Taurianova"	61839	125949
39585	259973	Chios	23953	39563
39588	318755	Cesme	21316	63611
39619	315468	Ergani	52684	47277
39620	1220112	Yovon	17471	20588
39665	5435464|5435477	"Pueblo|Pueblo West"	136232	131385
39666	265500	Aigio	20664	23115
39667	1785777	Yulin	90870	191208
39671	325304	Afsin	39613	35839
39673	4350049|4351228|4360592	"California|Chesapeake Ranch Estates|Lexington Park"	34002	60972
39674	301731	Sarigol	12794	13645
39675	310907	Kadinhani	15301	15897
39678	303700	Hypaepa	67153	61944
39710	301824	Sarayonu	10198	11796
39711	143083	Ardabil	410753	372158
39712	1217734	Boysun	25050	19070
39756	306041	Kozluk	29502	27074
39763	4046704|4140963|4346913|4346952|4346991|4347242|4347371|4347426|4347553|4347778|4348240|4348353|4348418|4348599|4349159|4349599|4350160|4350288|4350413|4350635|4351383|4351851|4351871|4351887|4351951|4351977|4352053|4352539|4352728|4353765|4353925|435408	"Aberdeen|Accokeek|Adelphi|Annapolis|Arbutus|Arnold|Aspen Hill|Baltimore|Bel Air|Bel Air North|Bel Air South|Beltsville|Bennsville|Bethesda|Bowie|Brooklyn Park|Calverton|Camp Springs|Carney|Catonsville|Chillum|Clinton|Cloverly|Cockeysville|Colesville|Coll"	4424330	6625246
39813	4282757|4295940|4300488|4515247|4521816	Ashland|Ironton|Ironville|Meads|Portsmouth	630337	507853
39814	315795	Elbistan	80456	71659
39816	301350	Seferihisar	19596	18069
39819	117656	Salmas	81606	73837
39824	298316|298935|304612|308224|311046|317851|7701384	Izmir|Karabaglar|Kemalpasa|Menderes|Menemen|Torbali|Urla	3159970	2375513
39831	300796	Silvan	65956	64051
39851	2110556|2110793|2111248|2112409|2112758	Higashine|Kaminoyama|Sagae|Tendo|Yamagata-shi	444847	336687
39854	4232679|4233813|4234969|4236191|4237579|4237717|4238132|4239465|4239509|4239714|4245926|4249910|4251003|4251841|4253387|4374513|4375087|4375663|4376444|4378391|4381072|4381478|4382072|4382833|4382837|4383306|4385835|4386387|4386419|4386802|4389967|439244	"Affton|Alton|Arnold|Ballwin|Bellefontaine Neighbors|Belleville|Bridgeton|Cahokia|Chesterfield|Clayton|Collinsville|Concord|Crestwood|Creve Coeur|Dardenne Prairie|East Saint Louis|Edwardsville|Eureka|Fairview Heights|Ferguson|Festus|Florissant|Glen Carbon"	1579651	2354434
39880	2523113|2524371	Locri|Siderno	26137	67060
39887	318766	Cermik	20975	28570
39900	1217474|1220301|1220855|1221714|1221874|1222107	Boshkengash|Denov|Dushanbe|Hisor|Tursunzoda|Vahdat	879756	1578834
39952	301172	Senirkent	15919	11585
39953	316440	Dogansehir	14794	10651
39960	299137	Tire	47220	43059
39967	298451	Uluborlu	12514	19785
39979	297917	Yahyali	25019	22692
39994	316634	Dinar	35359	35410
40012	301539	Sarkikaraagac	32771	24504
40015	1816256	Botou	63045	161927
40016	1836553|1840179	Kosong|Sogcho	151493	97772
40051	1877615	Haeju	222396	165650
40103	321940	Baskale	14516	39204
40104	4276248	Newton	19132	20029
40105	4297581	Lawrenceburg	10505	13425
40109	320437	Buldan	14811	13302
40111	255683	Patra	163360	231638
40116	2270985	Beja	34760	20041
40136	4273299	Hutchinson	42080	51812
40145	314188	Goksun	34243	30163
40216	1876373	Kaesong	338155	104880
40230	4313697	Winchester	18368	26803
40231	2522730|2523630	"Reggio Calabria|Villa San Giovanni"	182100	211457
40232	4255836|4259671|4262045|4291620|4294799|4296218|4299276|4299562|4302504|4303012|4304713|4307238|4308122|4308163|4308225|4311963	"Clarksville|Fern Creek|Highview|Jeffersontown|Jeffersonville|Louisville|Lyndon|New Albany|Newburg|Okolona|Pleasure Ridge Park|Saint Matthews|Shelbyville|Shepherdsville|Shively|Valley Station"	561534	967639
